oktmo,name,year,socialaidcenterscap
19620436,Кипеловское,2007,8.0
19620440,Кубенское,2006,26.0
19620440,Кубенское,2007,26.0
19620440,Кубенское,2008,26.0
19620440,Кубенское,2009,26.0
19620440,Кубенское,2010,26.0
19620440,Кубенское,2011,26.0
19620440,Кубенское,2012,55.0
19620440,Кубенское,2013,26.0
19620440,Кубенское,2014,47.0
19620440,Кубенское,2015,47.0
19620440,Кубенское,2016,47.0
19620440,Кубенское,2017,47.0
19620444,Марковское,2013,35.0
19620444,Марковское,2014,35.0
19620444,Марковское,2015,50.0
19620444,Марковское,2016,50.0
19620444,Марковское,2017,40.0
19620468,Подлесное,2013,399.0
19620468,Подлесное,2014,393.0
19620468,Подлесное,2015,428.0
19620468,Подлесное,2016,448.0
19620468,Подлесное,2017,448.0
19622000,Вытегорский муниципальный район,2006,90.0
19622000,Вытегорский муниципальный район,2007,90.0
19622000,Вытегорский муниципальный район,2008,40.0
19622000,Вытегорский муниципальный район,2009,40.0
19622000,Вытегорский муниципальный район,2010,80.0
19622000,Вытегорский муниципальный район,2011,80.0
19622000,Вытегорский муниципальный район,2012,80.0
19622000,Вытегорский муниципальный район,2013,80.0
19622000,Вытегорский муниципальный район,2014,80.0
19622000,Вытегорский муниципальный район,2015,80.0
19622000,Вытегорский муниципальный район,2016,80.0
19622000,Вытегорский муниципальный район,2017,20.0
19622408,Андомское,2006,15.0
19622408,Андомское,2007,15.0
19622420,Девятинское,2006,40.0
19622420,Девятинское,2007,40.0
19622420,Девятинское,2008,40.0
19622420,Девятинское,2009,40.0
19622420,Девятинское,2010,80.0
19622420,Девятинское,2011,80.0
19622420,Девятинское,2012,80.0
19622420,Девятинское,2013,80.0
19622420,Девятинское,2014,80.0
19622420,Девятинское,2015,80.0
19622420,Девятинское,2016,80.0
19622420,Девятинское,2017,20.0
19622428,Кемское,2006,20.0
19622428,Кемское,2007,20.0
19622444,Оштинское,2006,15.0
19622444,Оштинское,2007,15.0
19624000,Грязовецкий муниципальный район,2006,20.0
19624000,Грязовецкий муниципальный район,2007,20.0
19624000,Грязовецкий муниципальный район,2008,20.0
19624000,Грязовецкий муниципальный район,2009,20.0
19624000,Грязовецкий муниципальный район,2010,20.0
19624000,Грязовецкий муниципальный район,2011,20.0
19624000,Грязовецкий муниципальный район,2012,20.0
19624000,Грязовецкий муниципальный район,2013,20.0
19624000,Грязовецкий муниципальный район,2014,20.0
19624000,Грязовецкий муниципальный район,2015,20.0
19624000,Грязовецкий муниципальный район,2016,350.0
19624000,Грязовецкий муниципальный район,2017,400.0
19624101,Грязовецкое,2006,20.0
19624101,Грязовецкое,2007,20.0
19624101,Грязовецкое,2008,20.0
19624101,Грязовецкое,2009,20.0
19624101,Грязовецкое,2010,20.0
19624101,Грязовецкое,2011,20.0
19624101,Грязовецкое,2012,20.0
19624101,Грязовецкое,2013,20.0
19624101,Грязовецкое,2014,20.0
19624101,Грязовецкое,2015,20.0
19624101,Грязовецкое,2016,350.0
19624101,Грязовецкое,2017,400.0
19626000,Кадуйский муниципальный район,2006,60.0
19626000,Кадуйский муниципальный район,2007,65.0
19626000,Кадуйский муниципальный район,2008,65.0
19626000,Кадуйский муниципальный район,2009,45.0
19626000,Кадуйский муниципальный район,2010,94.0
19626000,Кадуйский муниципальный район,2011,35.0
19626000,Кадуйский муниципальный район,2012,35.0
19626151,поселок Кадуй,2010,74.0
19626151,поселок Кадуй,2011,15.0
19626151,поселок Кадуй,2012,15.0
19626155,поселок Хохлово,2006,60.0
19626155,поселок Хохлово,2007,65.0
19626155,поселок Хохлово,2008,65.0
19626155,поселок Хохлово,2009,45.0
19626155,поселок Хохлово,2010,20.0
19626155,поселок Хохлово,2011,20.0
19626155,поселок Хохлово,2012,20.0
19628000,Кирилловский муниципальный район,2006,425.0
19628000,Кирилловский муниципальный район,2007,411.0
19628000,Кирилловский муниципальный район,2008,408.0
19628000,Кирилловский муниципальный район,2009,429.0
19628000,Кирилловский муниципальный район,2010,429.0
19628000,Кирилловский муниципальный район,2011,413.0
19628000,Кирилловский муниципальный район,2012,411.0
19628000,Кирилловский муниципальный район,2013,410.0
19628000,Кирилловский муниципальный район,2014,50.0
19628000,Кирилловский муниципальный район,2015,20.0
19628000,Кирилловский муниципальный район,2017,398.0
19628404,Алешинское,2006,30.0
19628404,Алешинское,2007,17.0
19628404,Алешинское,2008,30.0
19628404,Алешинское,2009,30.0
19628404,Алешинское,2010,30.0
19628404,Алешинское,2011,30.0
19628404,Алешинское,2012,30.0
19628404,Алешинское,2013,30.0
19628404,Алешинское,2014,30.0
19628444,Липовское,2006,376.0
19628444,Липовское,2007,376.0
19628444,Липовское,2008,360.0
19628444,Липовское,2009,376.0
19628444,Липовское,2010,376.0
19628444,Липовское,2011,361.0
19628444,Липовское,2012,361.0
19628444,Липовское,2013,360.0
19628444,Липовское,2017,358.0
19628476,Талицкое,2006,19.0
19628476,Талицкое,2007,18.0
19628476,Талицкое,2008,18.0
19628476,Талицкое,2009,23.0
19628476,Талицкое,2010,23.0
19628476,Талицкое,2011,22.0
19628476,Талицкое,2012,20.0
19628476,Талицкое,2013,20.0
19628476,Талицкое,2014,20.0
19628476,Талицкое,2015,20.0
19628480,Ферапонтовское,2017,40.0
19630000,Кичменгско-Городецкий муниципальный район,2006,26.0
19630000,Кичменгско-Городецкий муниципальный район,2007,31.0
19630000,Кичменгско-Городецкий муниципальный район,2008,27.0
19630000,Кичменгско-Городецкий муниципальный район,2009,26.0
19630000,Кичменгско-Городецкий муниципальный район,2010,35.0
19630000,Кичменгско-Городецкий муниципальный район,2011,35.0
19630000,Кичменгско-Городецкий муниципальный район,2012,35.0
19630000,Кичменгско-Городецкий муниципальный район,2013,35.0
19630000,Кичменгско-Городецкий муниципальный район,2014,35.0
19630000,Кичменгско-Городецкий муниципальный район,2015,26.0
19630000,Кичменгско-Городецкий муниципальный район,2016,30.0
19630000,Кичменгско-Городецкий муниципальный район,2017,32.0
19630408,Городецкое,2010,35.0
19630408,Городецкое,2011,35.0
19630408,Городецкое,2012,35.0
19630408,Городецкое,2013,35.0
19630408,Городецкое,2014,35.0
19630408,Городецкое,2015,26.0
19630408,Городецкое,2016,30.0
19630408,Городецкое,2017,32.0
19630428,Енангское,2006,26.0
19630428,Енангское,2007,26.0
19630428,Енангское,2008,27.0
19630428,Енангское,2009,26.0
19630444,Сараевское,2007,5.0
19632000,Междуреченский муниципальный район,2006,31.0
19632000,Междуреченский муниципальный район,2007,30.0
19632000,Междуреченский муниципальный район,2008,30.0
19632000,Междуреченский муниципальный район,2009,30.0
19632000,Междуреченский муниципальный район,2010,30.0
19632000,Междуреченский муниципальный район,2011,50.0
19632000,Междуреченский муниципальный район,2012,30.0
19632000,Междуреченский муниципальный район,2013,30.0
19632000,Междуреченский муниципальный район,2014,30.0
19632000,Междуреченский муниципальный район,2017,30.0
19632404,Ботановское,2011,20.0
19632424,Сухонское,2006,31.0
19632424,Сухонское,2007,30.0
19632424,Сухонское,2008,30.0
19632424,Сухонское,2009,30.0
19632424,Сухонское,2010,30.0
19632424,Сухонское,2011,30.0
19632424,Сухонское,2012,30.0
19632424,Сухонское,2013,30.0
19632424,Сухонское,2014,30.0
19632424,Сухонское,2017,30.0
19632428,Туровецкое,2017,0.0
19634000,Никольский муниципальный район,2006,140.0
19634000,Никольский муниципальный район,2007,151.0
19634000,Никольский муниципальный район,2008,153.0
19634000,Никольский муниципальный район,2009,137.0
19634000,Никольский муниципальный район,2010,147.0
19634000,Никольский муниципальный район,2011,151.0
19634000,Никольский муниципальный район,2012,151.0
19634000,Никольский муниципальный район,2013,151.0
19634000,Никольский муниципальный район,2014,147.0
19634000,Никольский муниципальный район,2015,146.0
19634000,Никольский муниципальный район,2016,146.0
19634000,Никольский муниципальный район,2017,26.0
19634101,город Никольск,2006,15.0
19634101,город Никольск,2007,26.0
19634101,город Никольск,2008,26.0
19634101,город Никольск,2009,15.0
19634101,город Никольск,2010,26.0
19634101,город Никольск,2011,26.0
19634101,город Никольск,2012,26.0
19634101,город Никольск,2013,26.0
19634101,город Никольск,2014,27.0
19634101,город Никольск,2015,26.0
19634101,город Никольск,2016,26.0
19634101,город Никольск,2017,26.0
19634404,Аргуновское,2008,12.0
19634428,Краснополянское,2014,120.0
19634428,Краснополянское,2015,120.0
19634428,Краснополянское,2016,120.0
19634452,Осиновское,2006,125.0
19634452,Осиновское,2007,125.0
19634452,Осиновское,2008,115.0
19634452,Осиновское,2009,122.0
19634452,Осиновское,2010,121.0
19634452,Осиновское,2011,125.0
19634452,Осиновское,2012,125.0
19634452,Осиновское,2013,125.0
19636000,Нюксенский муниципальный район,2006,25.0
19636000,Нюксенский муниципальный район,2007,26.0
19636000,Нюксенский муниципальный район,2008,25.0
19636000,Нюксенский муниципальный район,2009,25.0
19636000,Нюксенский муниципальный район,2010,25.0
19636000,Нюксенский муниципальный район,2011,25.0
19636000,Нюксенский муниципальный район,2012,25.0
19636000,Нюксенский муниципальный район,2013,25.0
19636000,Нюксенский муниципальный район,2014,25.0
19636000,Нюксенский муниципальный район,2015,25.0
19636000,Нюксенский муниципальный район,2016,25.0
19636000,Нюксенский муниципальный район,2017,25.0
19636408,Брусенское,2007,1.0
19636444,Нюксенское,2006,25.0
19636444,Нюксенское,2007,25.0
19636444,Нюксенское,2008,25.0
19636444,Нюксенское,2009,25.0
19636444,Нюксенское,2010,25.0
19636444,Нюксенское,2011,25.0
19636444,Нюксенское,2012,25.0
19636444,Нюксенское,2013,25.0
19636444,Нюксенское,2014,25.0
19636444,Нюксенское,2015,25.0
19636444,Нюксенское,2016,25.0
19636444,Нюксенское,2017,25.0
19638000,Сокольский муниципальный район,2006,26.0
19638000,Сокольский муниципальный район,2007,26.0
19638000,Сокольский муниципальный район,2008,26.0
19638000,Сокольский муниципальный район,2009,26.0
19638000,Сокольский муниципальный район,2010,26.0
19638000,Сокольский муниципальный район,2011,26.0
19638000,Сокольский муниципальный район,2012,26.0
19638000,Сокольский муниципальный район,2013,26.0
19638000,Сокольский муниципальный район,2014,26.0
19638000,Сокольский муниципальный район,2015,26.0
19638000,Сокольский муниципальный район,2016,26.0
19638000,Сокольский муниципальный район,2017,26.0
19638101,город Сокол,2006,26.0
19638101,город Сокол,2007,26.0
19638101,город Сокол,2008,26.0
19638101,город Сокол,2009,26.0
19638101,город Сокол,2010,26.0
19638101,город Сокол,2011,26.0
19638101,город Сокол,2012,26.0
19638101,город Сокол,2013,26.0
19638101,город Сокол,2014,26.0
19638101,город Сокол,2015,26.0
19638101,город Сокол,2016,26.0
19638101,город Сокол,2017,26.0
19640000,Сямженский муниципальный район,2006,20.0
19640000,Сямженский муниципальный район,2007,20.0
19640000,Сямженский муниципальный район,2008,20.0
19640000,Сямженский муниципальный район,2009,20.0
19640000,Сямженский муниципальный район,2010,20.0
19640000,Сямженский муниципальный район,2011,20.0
19640000,Сямженский муниципальный район,2012,20.0
19640000,Сямженский муниципальный район,2013,20.0
19640000,Сямженский муниципальный район,2014,20.0
19640000,Сямженский муниципальный район,2015,20.0
19640000,Сямженский муниципальный район,2017,20.0
19640418,Ногинское,2006,20.0
19640418,Ногинское,2007,20.0
19640418,Ногинское,2008,20.0
19640418,Ногинское,2009,20.0
19640418,Ногинское,2010,20.0
19640418,Ногинское,2011,20.0
19640418,Ногинское,2012,20.0
19640418,Ногинское,2013,20.0
19640418,Ногинское,2014,20.0
19640418,Ногинское,2015,20.0
19640418,Ногинское,2017,20.0
19642000,Тарногский муниципальный район,2006,46.0
19642000,Тарногский муниципальный район,2007,26.0
19642000,Тарногский муниципальный район,2008,26.0
19642000,Тарногский муниципальный район,2009,41.0
19642000,Тарногский муниципальный район,2010,41.0
19642000,Тарногский муниципальный район,2011,43.0
19642000,Тарногский муниципальный район,2012,41.0
19642000,Тарногский муниципальный район,2013,41.0
19642000,Тарногский муниципальный район,2014,41.0
19642000,Тарногский муниципальный район,2017,39.0
19642408,Спасское,2006,5.0
19642420,Илезское,2006,26.0
19642420,Илезское,2007,26.0
19642420,Илезское,2008,26.0
19642420,Илезское,2009,26.0
19642420,Илезское,2010,26.0
19642420,Илезское,2011,26.0
19642420,Илезское,2013,26.0
19642420,Илезское,2014,26.0
19642442,Тарногское,2006,15.0
19642442,Тарногское,2009,15.0
19642442,Тарногское,2010,15.0
19642442,Тарногское,2011,17.0
19642442,Тарногское,2012,41.0
19642442,Тарногское,2013,15.0
19642442,Тарногское,2014,15.0
19642442,Тарногское,2017,39.0
19646000,Тотемский муниципальный район,2006,40.0
19646000,Тотемский муниципальный район,2007,40.0
19646000,Тотемский муниципальный район,2008,40.0
19646000,Тотемский муниципальный район,2009,40.0
19646000,Тотемский муниципальный район,2010,40.0
19646000,Тотемский муниципальный район,2011,40.0
19646000,Тотемский муниципальный район,2012,40.0
19646000,Тотемский муниципальный район,2013,40.0
19646000,Тотемский муниципальный район,2014,40.0
19646000,Тотемский муниципальный район,2015,40.0
19646000,Тотемский муниципальный район,2016,20.0
19646000,Тотемский муниципальный район,2017,23.0
19646101,город Тотьма,2006,20.0
19646101,город Тотьма,2007,20.0
19646101,город Тотьма,2008,20.0
19646101,город Тотьма,2009,20.0
19646101,город Тотьма,2010,20.0
19646101,город Тотьма,2011,20.0
19646101,город Тотьма,2012,20.0
19646101,город Тотьма,2013,40.0
19646101,город Тотьма,2014,40.0
19646101,город Тотьма,2015,40.0
19646436,Мосеевское,2006,20.0
19646436,Мосеевское,2007,20.0
19646436,Мосеевское,2008,20.0
19646436,Мосеевское,2009,20.0
19646436,Мосеевское,2010,20.0
19646436,Мосеевское,2011,20.0
19646436,Мосеевское,2012,20.0
19646436,Мосеевское,2016,20.0
19646436,Мосеевское,2017,23.0
19648000,Усть-Кубинский муниципальный район,2006,25.0
19648000,Усть-Кубинский муниципальный район,2007,25.0
19648000,Усть-Кубинский муниципальный район,2008,25.0
19648000,Усть-Кубинский муниципальный район,2009,25.0
19648000,Усть-Кубинский муниципальный район,2010,27.0
19648000,Усть-Кубинский муниципальный район,2011,27.0
19648000,Усть-Кубинский муниципальный район,2012,26.0
19648000,Усть-Кубинский муниципальный район,2013,26.0
19648000,Усть-Кубинский муниципальный район,2014,26.0
19648000,Усть-Кубинский муниципальный район,2015,25.0
19648000,Усть-Кубинский муниципальный район,2016,25.0
19648000,Усть-Кубинский муниципальный район,2017,25.0
19648436,Устьянское,2006,25.0
19648436,Устьянское,2007,25.0
19648436,Устьянское,2008,25.0
19648436,Устьянское,2009,25.0
19648436,Устьянское,2010,27.0
19648436,Устьянское,2011,27.0
19648436,Устьянское,2012,26.0
19648436,Устьянское,2013,26.0
19648436,Устьянское,2014,26.0
19648436,Устьянское,2015,25.0
19648436,Устьянское,2016,25.0
19648436,Устьянское,2017,25.0
19650000,Устюженский муниципальный район,2006,233.0
19650000,Устюженский муниципальный район,2007,258.0
19650000,Устюженский муниципальный район,2008,258.0
19650000,Устюженский муниципальный район,2009,258.0
19650000,Устюженский муниципальный район,2010,258.0
19650000,Устюженский муниципальный район,2011,258.0
19650000,Устюженский муниципальный район,2012,258.0
19650000,Устюженский муниципальный район,2013,228.0
19650000,Устюженский муниципальный район,2014,228.0
19650000,Устюженский муниципальный район,2015,203.0
19650000,Устюженский муниципальный район,2016,203.0
19650000,Устюженский муниципальный район,2017,255.0
19650105,Поселок имени Желябова,2007,25.0
19650105,Поселок имени Желябова,2008,25.0
19650105,Поселок имени Желябова,2009,25.0
19650105,Поселок имени Желябова,2010,25.0
19650408,Залесское,2006,33.0
19650408,Залесское,2007,33.0
19650408,Залесское,2008,33.0
19650408,Залесское,2009,33.0
19650408,Залесское,2010,33.0
19650408,Залесское,2011,33.0
19650408,Залесское,2012,33.0
19650408,Залесское,2013,33.0
19650408,Залесское,2014,33.0
19650408,Залесское,2015,33.0
19650408,Залесское,2016,33.0
19650408,Залесское,2017,85.0
19650434,поселок им Желябова,2011,25.0
19650434,поселок им Желябова,2012,25.0
19650434,поселок им Желябова,2013,25.0
19650434,поселок им Желябова,2014,25.0
19650448,Устюженское,2006,200.0
19650448,Устюженское,2007,200.0
19650448,Устюженское,2008,200.0
19650448,Устюженское,2009,200.0
19650448,Устюженское,2010,200.0
19650448,Устюженское,2011,200.0
19650448,Устюженское,2012,200.0
19650448,Устюженское,2013,170.0
19650448,Устюженское,2014,170.0
19650448,Устюженское,2015,170.0
19650448,Устюженское,2016,170.0
19650448,Устюженское,2017,170.0
19652000,Харовский муниципальный район,2006,25.0
19652000,Харовский муниципальный район,2007,25.0
19652000,Харовский муниципальный район,2008,25.0
19652000,Харовский муниципальный район,2009,25.0
19652000,Харовский муниципальный район,2010,17.0
19652000,Харовский муниципальный район,2011,17.0
19652000,Харовский муниципальный район,2012,17.0
19652101,город Харовск,2006,25.0
19652444,Шапшинское,2007,25.0
19652444,Шапшинское,2008,25.0
19652444,Шапшинское,2009,25.0
19652444,Шапшинское,2010,17.0
19652444,Шапшинское,2011,17.0
19652444,Шапшинское,2012,17.0
19654000,Чагодощенский муниципальный район,2006,56.0
19654000,Чагодощенский муниципальный район,2007,55.0
19654000,Чагодощенский муниципальный район,2008,55.0
19654000,Чагодощенский муниципальный район,2009,55.0
19654000,Чагодощенский муниципальный район,2010,55.0
19654000,Чагодощенский муниципальный район,2011,55.0
19654000,Чагодощенский муниципальный район,2012,55.0
19654151,поселок Чагода,2006,25.0
19654151,поселок Чагода,2007,25.0
19654151,поселок Чагода,2008,25.0
19654151,поселок Чагода,2009,25.0
19654151,поселок Чагода,2010,25.0
19654151,поселок Чагода,2011,25.0
19654151,поселок Чагода,2012,25.0
19654424,Первомайское,2006,31.0
19654424,Первомайское,2007,30.0
19654424,Первомайское,2008,30.0
19654424,Первомайское,2009,30.0
19654424,Первомайское,2010,30.0
19654424,Первомайское,2011,30.0
19654424,Первомайское,2012,30.0
19656000,Череповецкий муниципальный район,2006,75.0
19656000,Череповецкий муниципальный район,2007,171.0
19656000,Череповецкий муниципальный район,2008,73.0
19656000,Череповецкий муниципальный район,2010,48.0
19656000,Череповецкий муниципальный район,2011,48.0
19656000,Череповецкий муниципальный район,2012,44.0
19656000,Череповецкий муниципальный район,2013,48.0
19656000,Череповецкий муниципальный район,2016,100.0
19656000,Череповецкий муниципальный район,2017,100.0
19656404,Абакановское,2006,20.0
19656404,Абакановское,2007,70.0
19656404,Абакановское,2008,20.0
19656424,Воскресенское,2006,21.0
19656424,Воскресенское,2007,70.0
19656424,Воскресенское,2008,20.0
19656464,Мяксинское,2006,34.0
19656464,Мяксинское,2007,31.0
19656464,Мяксинское,2008,33.0
19656480,Уломское,2016,100.0
19656480,Уломское,2017,100.0
19656483,Югское,2010,48.0
19656483,Югское,2011,48.0
19656483,Югское,2012,44.0
19656483,Югское,2013,48.0
19658000,Шекснинский муниципальный район,2006,38.0
19658000,Шекснинский муниципальный район,2007,18.0
19658000,Шекснинский муниципальный район,2008,34.0
19658000,Шекснинский муниципальный район,2009,34.0
19658000,Шекснинский муниципальный район,2010,40.0
19658000,Шекснинский муниципальный район,2011,40.0
19658000,Шекснинский муниципальный район,2012,40.0
19658000,Шекснинский муниципальный район,2013,40.0
19658000,Шекснинский муниципальный район,2014,37.0
19658000,Шекснинский муниципальный район,2015,18.0
19658000,Шекснинский муниципальный район,2017,23.0
19658162,Чебсарское,2006,20.0
19658408,Еремеевское,2006,18.0
19658408,Еремеевское,2007,18.0
19658408,Еремеевское,2008,18.0
19658408,Еремеевское,2009,18.0
19658416,Железнодорожное,2008,16.0
19658416,Железнодорожное,2009,16.0
19658416,Железнодорожное,2010,20.0
19658416,Железнодорожное,2011,22.0
19658416,Железнодорожное,2012,22.0
19658416,Железнодорожное,2013,22.0
19658416,Железнодорожное,2014,19.0
19658436,Сиземское,2010,20.0
19658436,Сиземское,2011,18.0
19658436,Сиземское,2012,18.0
19658436,Сиземское,2013,18.0
19658436,Сиземское,2014,18.0
19658436,Сиземское,2015,18.0
19658436,Сиземское,2017,23.0
19701000,город Вологда,2006,1016.0
19701000,город Вологда,2007,415.0
19701000,город Вологда,2008,996.0
19701000,город Вологда,2009,1041.0
19701000,город Вологда,2010,1041.0
19701000,город Вологда,2011,1036.0
19701000,город Вологда,2012,1036.0
19701000,город Вологда,2013,1036.0
19701000,город Вологда,2014,1018.0
19701000,город Вологда,2015,1010.0
19701000,город Вологда,2016,996.0
19701000,город Вологда,2017,933.0
19730000,город Череповец,2006,1002.0
19730000,город Череповец,2007,1008.0
19730000,город Череповец,2008,1003.0
19730000,город Череповец,2009,983.0
19730000,город Череповец,2010,983.0
19730000,город Череповец,2011,983.0
19730000,город Череповец,2012,983.0
19730000,город Череповец,2013,983.0
19730000,город Череповец,2014,989.0
19730000,город Череповец,2015,989.0
19730000,город Череповец,2016,1089.0
19730000,город Череповец,2017,1089.0
20602000,Аннинский муниципальный район,2006,300.0
20602000,Аннинский муниципальный район,2007,360.0
20602000,Аннинский муниципальный район,2008,360.0
20602000,Аннинский муниципальный район,2009,360.0
20602000,Аннинский муниципальный район,2010,360.0
20602000,Аннинский муниципальный район,2011,360.0
20602000,Аннинский муниципальный район,2012,360.0
20602000,Аннинский муниципальный район,2013,360.0
20602000,Аннинский муниципальный район,2014,360.0
20602000,Аннинский муниципальный район,2015,410.0
20602000,Аннинский муниципальный район,2016,320.0
20602000,Аннинский муниципальный район,2017,320.0
20602476,Садовское,2006,300.0
20602476,Садовское,2007,310.0
20602476,Садовское,2008,310.0
20602476,Садовское,2009,310.0
20602476,Садовское,2010,310.0
20602476,Садовское,2011,310.0
20602476,Садовское,2012,310.0
20602476,Садовское,2013,310.0
20602476,Садовское,2014,310.0
20602476,Садовское,2015,360.0
20602476,Садовское,2016,320.0
20602476,Садовское,2017,320.0
20602480,Старотойденское,2007,50.0
20602480,Старотойденское,2008,50.0
20602480,Старотойденское,2009,50.0
20602480,Старотойденское,2010,50.0
20602480,Старотойденское,2011,50.0
20602480,Старотойденское,2012,50.0
20602480,Старотойденское,2013,50.0
20602480,Старотойденское,2014,50.0
20602480,Старотойденское,2015,50.0
20604000,Бобровский муниципальный район,2006,775.0
20604000,Бобровский муниципальный район,2007,655.0
20604000,Бобровский муниципальный район,2008,760.0
20604000,Бобровский муниципальный район,2009,690.0
20604000,Бобровский муниципальный район,2010,690.0
20604000,Бобровский муниципальный район,2011,790.0
20604000,Бобровский муниципальный район,2012,782.0
20604000,Бобровский муниципальный район,2013,782.0
20604000,Бобровский муниципальный район,2014,727.0
20604000,Бобровский муниципальный район,2015,724.0
20604000,Бобровский муниципальный район,2016,674.0
20604000,Бобровский муниципальный район,2017,674.0
20604416,Коршевское,2008,25.0
20604420,Липовское,2008,25.0
20604420,Липовское,2011,100.0
20604420,Липовское,2012,177.0
20604420,Липовское,2013,97.0
20604420,Липовское,2014,100.0
20604420,Липовское,2015,100.0
20604420,Липовское,2016,100.0
20604420,Липовское,2017,100.0
20604424,Мечётское,2006,25.0
20604424,Мечётское,2007,25.0
20604424,Мечётское,2008,25.0
20604424,Мечётское,2009,25.0
20604424,Мечётское,2010,25.0
20604424,Мечётское,2011,25.0
20604424,Мечётское,2013,20.0
20604424,Мечётское,2014,17.0
20604424,Мечётское,2015,16.0
20604424,Мечётское,2016,16.0
20604424,Мечётское,2017,16.0
20604432,Пчелиновское,2006,750.0
20604432,Пчелиновское,2007,605.0
20604432,Пчелиновское,2008,605.0
20604432,Пчелиновское,2009,605.0
20604432,Пчелиновское,2010,605.0
20604432,Пчелиновское,2011,605.0
20604432,Пчелиновское,2012,605.0
20604432,Пчелиновское,2013,605.0
20604432,Пчелиновское,2014,550.0
20604432,Пчелиновское,2015,550.0
20604432,Пчелиновское,2016,500.0
20604432,Пчелиновское,2017,500.0
20604438,Слободское,2008,40.0
20604438,Слободское,2009,35.0
20604438,Слободское,2010,35.0
20604438,Слободское,2011,35.0
20604438,Слободское,2013,35.0
20604438,Слободское,2014,35.0
20604438,Слободское,2015,34.0
20604438,Слободское,2016,34.0
20604438,Слободское,2017,34.0
20604452,Чесменское,2007,25.0
20604452,Чесменское,2008,40.0
20604452,Чесменское,2009,25.0
20604452,Чесменское,2010,25.0
20604452,Чесменское,2011,25.0
20604452,Чесменское,2013,25.0
20604452,Чесменское,2014,25.0
20604452,Чесменское,2015,24.0
20604452,Чесменское,2016,24.0
20604452,Чесменское,2017,24.0
20605000,Богучарский муниципальный район,2006,100.0
20605000,Богучарский муниципальный район,2007,100.0
20605000,Богучарский муниципальный район,2008,100.0
20605000,Богучарский муниципальный район,2009,100.0
20605000,Богучарский муниципальный район,2010,100.0
20605000,Богучарский муниципальный район,2011,100.0
20605000,Богучарский муниципальный район,2012,100.0
20605000,Богучарский муниципальный район,2013,100.0
20605000,Богучарский муниципальный район,2014,80.0
20605000,Богучарский муниципальный район,2015,70.0
20605000,Богучарский муниципальный район,2016,60.0
20605101,город Богучар,2006,100.0
20605101,город Богучар,2007,100.0
20605101,город Богучар,2008,100.0
20605101,город Богучар,2009,100.0
20605101,город Богучар,2010,100.0
20605101,город Богучар,2011,100.0
20605101,город Богучар,2012,100.0
20605101,город Богучар,2013,100.0
20605101,город Богучар,2014,80.0
20605101,город Богучар,2015,70.0
20605101,город Богучар,2016,60.0
20608000,Бутурлиновский муниципальный район,2006,30.0
20608000,Бутурлиновский муниципальный район,2007,32.0
20608000,Бутурлиновский муниципальный район,2008,32.0
20608000,Бутурлиновский муниципальный район,2009,32.0
20608000,Бутурлиновский муниципальный район,2010,32.0
20608000,Бутурлиновский муниципальный район,2011,32.0
20608000,Бутурлиновский муниципальный район,2012,32.0
20608000,Бутурлиновский муниципальный район,2013,28.0
20608101,Бутурлиновское,2006,30.0
20608101,Бутурлиновское,2007,32.0
20608101,Бутурлиновское,2008,32.0
20608101,Бутурлиновское,2009,32.0
20608101,Бутурлиновское,2010,32.0
20608101,Бутурлиновское,2011,32.0
20608101,Бутурлиновское,2012,32.0
20608101,Бутурлиновское,2013,28.0
20610000,Верхнемамонский муниципальный район,2006,360.0
20610000,Верхнемамонский муниципальный район,2007,360.0
20610000,Верхнемамонский муниципальный район,2008,365.0
20610000,Верхнемамонский муниципальный район,2009,385.0
20610000,Верхнемамонский муниципальный район,2010,385.0
20610000,Верхнемамонский муниципальный район,2011,385.0
20610000,Верхнемамонский муниципальный район,2012,380.0
20610000,Верхнемамонский муниципальный район,2013,380.0
20610000,Верхнемамонский муниципальный район,2014,375.0
20610000,Верхнемамонский муниципальный район,2015,395.0
20610000,Верхнемамонский муниципальный район,2016,405.0
20610000,Верхнемамонский муниципальный район,2017,385.0
20610404,Верхнемамонское,2006,195.0
20610404,Верхнемамонское,2007,170.0
20610404,Верхнемамонское,2008,170.0
20610404,Верхнемамонское,2009,170.0
20610404,Верхнемамонское,2010,170.0
20610404,Верхнемамонское,2011,170.0
20610404,Верхнемамонское,2012,170.0
20610404,Верхнемамонское,2013,170.0
20610404,Верхнемамонское,2014,120.0
20610404,Верхнемамонское,2015,120.0
20610404,Верхнемамонское,2016,120.0
20610404,Верхнемамонское,2017,100.0
20610408,Гороховское,2006,20.0
20610408,Гороховское,2007,20.0
20610408,Гороховское,2008,20.0
20610408,Гороховское,2009,40.0
20610408,Гороховское,2010,40.0
20610408,Гороховское,2011,40.0
20610408,Гороховское,2012,40.0
20610408,Гороховское,2013,40.0
20610408,Гороховское,2014,40.0
20610408,Гороховское,2015,40.0
20610408,Гороховское,2016,50.0
20610408,Гороховское,2017,50.0
20610412,Дерезовское,2006,110.0
20610412,Дерезовское,2007,110.0
20610412,Дерезовское,2008,110.0
20610412,Дерезовское,2009,110.0
20610412,Дерезовское,2010,110.0
20610412,Дерезовское,2011,110.0
20610412,Дерезовское,2012,110.0
20610412,Дерезовское,2013,110.0
20610412,Дерезовское,2014,114.0
