oktmo,name,year,socialaidhomeservices
14605000,Муниципальный район Алексеевский район и город Алексеевка,2011,10.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2012,10.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2013,10.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2014,10.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2015,10.0
14605000,Муниципальный район Алексеевский район и город Алексеевка,2016,8.0
14605101,город Алексеевка,2006,4.0
14605101,город Алексеевка,2007,4.0
14605101,город Алексеевка,2008,4.0
14605101,город Алексеевка,2009,2.0
14605101,город Алексеевка,2010,1.0
14605101,город Алексеевка,2011,1.0
14605101,город Алексеевка,2012,1.0
14605101,город Алексеевка,2013,1.0
14605101,город Алексеевка,2014,1.0
14605101,город Алексеевка,2015,1.0
14605101,город Алексеевка,2016,1.0
14605404,Алейниковское,2006,1.0
14605404,Алейниковское,2007,1.0
14605404,Алейниковское,2008,1.0
14605404,Алейниковское,2009,1.0
14605404,Алейниковское,2010,1.0
14605404,Алейниковское,2011,1.0
14605404,Алейниковское,2012,0.0
14605404,Алейниковское,2016,1.0
14605408,Афанасьевское,2006,1.0
14605408,Афанасьевское,2007,1.0
14605408,Афанасьевское,2008,1.0
14605408,Афанасьевское,2011,0.0
14605408,Афанасьевское,2012,1.0
14605408,Афанасьевское,2013,1.0
14605408,Афанасьевское,2014,1.0
14605408,Афанасьевское,2015,1.0
14605408,Афанасьевское,2016,1.0
14605416,Варваровское,2006,1.0
14605416,Варваровское,2007,1.0
14605416,Варваровское,2008,1.0
14605416,Варваровское,2009,1.0
14605416,Варваровское,2010,1.0
14605416,Варваровское,2011,1.0
14605416,Варваровское,2012,1.0
14605416,Варваровское,2013,1.0
14605416,Варваровское,2014,1.0
14605416,Варваровское,2015,1.0
14605420,Красненское,2009,0.0
14605420,Красненское,2011,0.0
14605420,Красненское,2012,0.0
14605422,Гарбузовское,2009,0.0
14605422,Гарбузовское,2011,0.0
14605422,Гарбузовское,2012,0.0
14605424,Глуховское,2009,0.0
14605424,Глуховское,2011,0.0
14605424,Глуховское,2012,0.0
14605436,Жуковское,2009,0.0
14605436,Жуковское,2011,0.0
14605436,Жуковское,2012,0.0
14605440,Иващенковское,2009,0.0
14605440,Иващенковское,2011,1.0
14605440,Иващенковское,2012,0.0
14605440,Иващенковское,2016,1.0
14605444,Иловское,2006,2.0
14605444,Иловское,2007,2.0
14605444,Иловское,2008,2.0
14605444,Иловское,2009,1.0
14605444,Иловское,2010,1.0
14605444,Иловское,2011,1.0
14605444,Иловское,2012,1.0
14605444,Иловское,2013,1.0
14605444,Иловское,2014,1.0
14605444,Иловское,2015,1.0
14605444,Иловское,2016,1.0
14605448,Ильинское,2011,0.0
14605448,Ильинское,2012,0.0
14605464,Луценковское,2006,1.0
14605464,Луценковское,2007,1.0
14605464,Луценковское,2008,1.0
14605464,Луценковское,2010,1.0
14605464,Луценковское,2011,1.0
14605464,Луценковское,2012,1.0
14605464,Луценковское,2013,1.0
14605464,Луценковское,2014,1.0
14605464,Луценковское,2015,1.0
14605468,Матреногезовское,2006,1.0
14605468,Матреногезовское,2007,1.0
14605468,Матреногезовское,2008,1.0
14605468,Матреногезовское,2009,1.0
14605468,Матреногезовское,2010,1.0
14605468,Матреногезовское,2011,0.0
14605468,Матреногезовское,2012,0.0
14605472,Меняйловское,2009,0.0
14605472,Меняйловское,2011,0.0
14605472,Меняйловское,2012,0.0
14605476,Мухоудеровское,2006,2.0
14605476,Мухоудеровское,2007,2.0
14605476,Мухоудеровское,2008,2.0
14605476,Мухоудеровское,2009,1.0
14605476,Мухоудеровское,2010,1.0
14605476,Мухоудеровское,2011,1.0
14605476,Мухоудеровское,2012,1.0
14605476,Мухоудеровское,2013,1.0
14605476,Мухоудеровское,2014,1.0
14605476,Мухоудеровское,2015,1.0
14605485,Подсередненское,2006,1.0
14605485,Подсередненское,2007,1.0
14605485,Подсередненское,2008,1.0
14605485,Подсередненское,2009,0.0
14605485,Подсередненское,2010,1.0
14605485,Подсередненское,2011,0.0
14605485,Подсередненское,2012,1.0
14605485,Подсередненское,2013,1.0
14605485,Подсередненское,2014,1.0
14605485,Подсередненское,2015,1.0
14605485,Подсередненское,2016,1.0
14605487,Репенское,2006,1.0
14605487,Репенское,2007,1.0
14605487,Репенское,2008,1.0
14605487,Репенское,2009,1.0
14605487,Репенское,2011,1.0
14605487,Репенское,2012,1.0
14605487,Репенское,2013,1.0
14605487,Репенское,2014,1.0
14605487,Репенское,2015,1.0
14605487,Репенское,2016,1.0
14605490,Советское,2006,1.0
14605490,Советское,2007,1.0
14605490,Советское,2008,1.0
14605490,Советское,2009,1.0
14605490,Советское,2010,1.0
14605490,Советское,2011,1.0
14605490,Советское,2012,1.0
14605490,Советское,2013,1.0
14605490,Советское,2014,1.0
14605490,Советское,2015,1.0
14605492,Кущинское,2011,0.0
14605492,Кущинское,2012,0.0
14605493,Хрещатовское,2006,1.0
14605493,Хрещатовское,2007,1.0
14605493,Хрещатовское,2008,1.0
14605493,Хрещатовское,2009,1.0
14605493,Хрещатовское,2010,1.0
14605493,Хрещатовское,2011,1.0
14605493,Хрещатовское,2012,1.0
14605493,Хрещатовское,2013,1.0
14605493,Хрещатовское,2014,1.0
14605493,Хрещатовское,2015,1.0
14605494,Хлевищенское,2006,1.0
14605494,Хлевищенское,2007,1.0
14605494,Хлевищенское,2008,1.0
14605494,Хлевищенское,2011,0.0
14605494,Хлевищенское,2012,0.0
14605494,Хлевищенское,2016,1.0
14610000,Белгородский муниципальный район,2006,4.0
14610000,Белгородский муниципальный район,2007,4.0
14610000,Белгородский муниципальный район,2008,4.0
14610000,Белгородский муниципальный район,2009,4.0
14610000,Белгородский муниципальный район,2010,4.0
14610000,Белгородский муниципальный район,2011,4.0
14610000,Белгородский муниципальный район,2012,4.0
14610000,Белгородский муниципальный район,2013,4.0
14610000,Белгородский муниципальный район,2014,3.0
14610000,Белгородский муниципальный район,2015,3.0
14610000,Белгородский муниципальный район,2016,3.0
14610160,поселок Октябрьский,2010,1.0
14610160,поселок Октябрьский,2011,1.0
14610160,поселок Октябрьский,2013,4.0
14610165,поселок Разумное,2010,1.0
14610165,поселок Разумное,2011,1.0
14610167,поселок Северный,2010,1.0
14610167,поселок Северный,2011,1.0
14610404,Беломестненское,2009,0.0
14610408,Бессоновское,2009,0.0
14610408,Бессоновское,2011,0.0
14610408,Бессоновское,2012,0.0
14610424,Веселолопанское,2011,0.0
14610428,Головинское,2009,0.0
14610428,Головинское,2011,0.0
14610428,Головинское,2012,0.0
14610430,Ериковское,2009,0.0
14610432,Журавлевское,2009,0.0
14610432,Журавлевское,2012,0.0
14610446,Крутологское,2012,0.0
14610450,Майское,2010,0.0
14610450,Майское,2011,0.0
14610450,Майское,2012,0.0
14610456,Малиновское,2009,0.0
14610456,Малиновское,2012,0.0
14610472,Стрелецкое,2011,0.0
14610472,Стрелецкое,2012,0.0
14610474,Тавровское,2011,0.0
14610475,Хохловское,2009,0.0
14610476,Дубовское,2014,3.0
14610476,Дубовское,2015,3.0
14610476,Дубовское,2016,3.0
14610490,Яснозоренское,2010,1.0
14610490,Яснозоренское,2011,1.0
14610492,Беловское,2011,0.0
14610492,Беловское,2012,0.0
14615000,Борисовский муниципальный район,2006,8.0
14615000,Борисовский муниципальный район,2007,9.0
14615000,Борисовский муниципальный район,2008,9.0
14615000,Борисовский муниципальный район,2009,10.0
14615000,Борисовский муниципальный район,2010,4.0
14615000,Борисовский муниципальный район,2011,4.0
14615000,Борисовский муниципальный район,2012,4.0
14615000,Борисовский муниципальный район,2013,4.0
14615000,Борисовский муниципальный район,2014,4.0
14615000,Борисовский муниципальный район,2015,3.0
14615000,Борисовский муниципальный район,2016,3.0
14615151,поселок Борисовка,2006,2.0
14615151,поселок Борисовка,2007,2.0
14615151,поселок Борисовка,2008,2.0
14615151,поселок Борисовка,2009,1.0
14615151,поселок Борисовка,2010,1.0
14615151,поселок Борисовка,2011,1.0
14615151,поселок Борисовка,2012,1.0
14615151,поселок Борисовка,2013,1.0
14615151,поселок Борисовка,2014,1.0
14615151,поселок Борисовка,2015,1.0
14615151,поселок Борисовка,2016,1.0
14615404,Акулиновское,2007,1.0
14615404,Акулиновское,2008,0.0
14615404,Акулиновское,2009,1.0
14615404,Акулиновское,2010,1.0
14615404,Акулиновское,2011,0.0
14615404,Акулиновское,2012,0.0
14615404,Акулиновское,2014,1.0
14615404,Акулиновское,2015,1.0
14615404,Акулиновское,2016,1.0
14615416,Белянское,2006,1.0
14615416,Белянское,2007,1.0
14615416,Белянское,2008,1.0
14615416,Белянское,2009,1.0
14615416,Белянское,2010,0.0
14615416,Белянское,2011,1.0
14615416,Белянское,2012,1.0
14615416,Белянское,2013,1.0
14615420,Березовское,2006,1.0
14615420,Березовское,2007,1.0
14615420,Березовское,2008,1.0
14615420,Березовское,2009,1.0
14615420,Березовское,2010,1.0
14615420,Березовское,2011,1.0
14615420,Березовское,2012,1.0
14615420,Березовское,2013,1.0
14615420,Березовское,2014,1.0
14615420,Березовское,2015,1.0
14615420,Березовское,2016,1.0
14615432,Грузсчанское,2008,1.0
14615432,Грузсчанское,2009,1.0
14615432,Грузсчанское,2010,0.0
14615432,Грузсчанское,2011,0.0
14615432,Грузсчанское,2012,0.0
14615464,Крюковское,2006,1.0
14615464,Крюковское,2007,1.0
14615464,Крюковское,2008,1.0
14615464,Крюковское,2009,1.0
14615464,Крюковское,2010,1.0
14615464,Крюковское,2011,1.0
14615464,Крюковское,2012,1.0
14615464,Крюковское,2013,1.0
14615464,Крюковское,2014,1.0
14615476,Октябрьско-Готнянское,2006,1.0
14615476,Октябрьско-Готнянское,2007,1.0
14615476,Октябрьско-Готнянское,2008,1.0
14615476,Октябрьско-Готнянское,2009,2.0
14615476,Октябрьско-Готнянское,2010,0.0
14615476,Октябрьско-Готнянское,2011,0.0
14615476,Октябрьско-Готнянское,2012,0.0
14615488,Стригуновское,2006,1.0
14615488,Стригуновское,2007,1.0
14615488,Стригуновское,2008,1.0
14615488,Стригуновское,2009,1.0
14615488,Стригуновское,2010,0.0
14615488,Стригуновское,2011,0.0
14615488,Стригуновское,2012,0.0
14615492,Хотмыжское,2006,1.0
14615492,Хотмыжское,2007,1.0
14615492,Хотмыжское,2008,1.0
14615492,Хотмыжское,2009,1.0
14615492,Хотмыжское,2010,0.0
14615492,Хотмыжское,2011,0.0
14615492,Хотмыжское,2012,0.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2006,9.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2007,8.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2008,8.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2009,6.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2010,6.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2011,6.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2012,6.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2013,6.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2014,6.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2015,5.0
14620000,Муниципальный район Город Валуйки и Валуйский район,2016,5.0
14620101,город Валуйки,2006,9.0
14620101,город Валуйки,2007,8.0
14620101,город Валуйки,2008,8.0
14620101,город Валуйки,2009,6.0
14620101,город Валуйки,2010,6.0
14620101,город Валуйки,2011,6.0
14620101,город Валуйки,2012,6.0
14620101,город Валуйки,2013,6.0
14620101,город Валуйки,2014,6.0
14620101,город Валуйки,2015,5.0
14620101,город Валуйки,2016,5.0
14625000,Вейделевский муниципальный район,2006,6.0
14625000,Вейделевский муниципальный район,2007,6.0
14625000,Вейделевский муниципальный район,2008,6.0
14625000,Вейделевский муниципальный район,2009,3.0
14625000,Вейделевский муниципальный район,2010,3.0
14625000,Вейделевский муниципальный район,2011,3.0
14625000,Вейделевский муниципальный район,2012,3.0
14625000,Вейделевский муниципальный район,2013,3.0
14625000,Вейделевский муниципальный район,2014,3.0
14625000,Вейделевский муниципальный район,2015,4.0
14625000,Вейделевский муниципальный район,2016,3.0
14625151,поселок Вейделевка,2006,6.0
14625151,поселок Вейделевка,2007,6.0
14625151,поселок Вейделевка,2008,6.0
14625151,поселок Вейделевка,2009,3.0
14625151,поселок Вейделевка,2010,3.0
14625151,поселок Вейделевка,2011,3.0
14625151,поселок Вейделевка,2012,3.0
14625151,поселок Вейделевка,2013,3.0
14625151,поселок Вейделевка,2014,3.0
14625151,поселок Вейделевка,2015,3.0
14625151,поселок Вейделевка,2016,3.0
14625404,Белоколодезское,2011,0.0
14625404,Белоколодезское,2015,1.0
14625408,Большелипяговское,2011,0.0
14625412,Викторопольское,2011,0.0
14625416,Должанское,2011,0.0
14625420,Закутчанское,2011,0.0
14625424,Зенинское,2011,0.0
14625424,Зенинское,2012,0.0
14625428,Клименковское,2011,0.0
14625432,Кубраковское,2011,0.0
14625436,Малакеевское,2011,0.0
14625440,Николаевское,2011,0.0
14625449,Солонцинское,2011,0.0
14630000,Волоконовский муниципальный район,2006,6.0
14630000,Волоконовский муниципальный район,2007,6.0
14630000,Волоконовский муниципальный район,2008,8.0
14630000,Волоконовский муниципальный район,2009,5.0
14630000,Волоконовский муниципальный район,2010,5.0
14630000,Волоконовский муниципальный район,2011,5.0
14630000,Волоконовский муниципальный район,2012,5.0
14630000,Волоконовский муниципальный район,2013,5.0
14630000,Волоконовский муниципальный район,2014,5.0
14630000,Волоконовский муниципальный район,2015,4.0
14630000,Волоконовский муниципальный район,2016,4.0
14630151,поселок Волоконовка,2006,6.0
14630151,поселок Волоконовка,2007,6.0
14630151,поселок Волоконовка,2008,8.0
14630151,поселок Волоконовка,2009,5.0
14630151,поселок Волоконовка,2010,5.0
14630151,поселок Волоконовка,2011,5.0
14630151,поселок Волоконовка,2012,5.0
14630151,поселок Волоконовка,2013,5.0
14630151,поселок Волоконовка,2014,5.0
14630151,поселок Волоконовка,2015,4.0
14630151,поселок Волоконовка,2016,4.0
14630162,поселок Пятницкое,2011,0.0
14630162,поселок Пятницкое,2012,0.0
14630416,Грушевское,2013,0.0
14630416,Грушевское,2014,0.0
14630432,Староивановское,2011,0.0
14630436,Тишанское,2011,0.0
14630440,Фощеватовское,2011,0.0
14630440,Фощеватовское,2012,0.0
14630444,Шидловское,2013,0.0
14632000,Грайворонский муниципальный район,2006,6.0
14632000,Грайворонский муниципальный район,2007,6.0
14632000,Грайворонский муниципальный район,2008,6.0
14632000,Грайворонский муниципальный район,2009,6.0
14632000,Грайворонский муниципальный район,2010,3.0
14632000,Грайворонский муниципальный район,2011,3.0
14632000,Грайворонский муниципальный район,2012,3.0
14632000,Грайворонский муниципальный район,2013,3.0
14632000,Грайворонский муниципальный район,2014,3.0
14632000,Грайворонский муниципальный район,2015,3.0
14632000,Грайворонский муниципальный район,2016,3.0
14632101,город Грайворон,2006,6.0
14632101,город Грайворон,2007,6.0
14632101,город Грайворон,2008,6.0
14632101,город Грайворон,2009,6.0
14632101,город Грайворон,2010,3.0
14632101,город Грайворон,2011,3.0
14632101,город Грайворон,2012,3.0
14632101,город Грайворон,2013,3.0
14632101,город Грайворон,2015,3.0
14632101,город Грайворон,2016,3.0
14632412,Безыменское,2011,0.0
14632424,Головчинское,2011,0.0
14632428,Гора-Подольское,2011,0.0
14632436,Доброивановское,2011,0.0
14632440,Дорогощанское,2011,0.0
14632440,Дорогощанское,2014,1.0
14632444,Дунайское,2011,0.0
14632448,Ивано-Лисичанское,2014,1.0
14632452,Козинское,2011,0.0
14632468,Мокроорловское,2011,0.0
14632468,Мокроорловское,2014,1.0
14632472,Новостроевское,2011,0.0
14632484,Смородинское,2011,0.0
14632486,Горьковское,2011,0.0
14635000,Город Губкин и Губкинский муниципальный район,2006,10.0
14635000,Город Губкин и Губкинский муниципальный район,2007,10.0
14635101,Город Губкин,2006,5.0
14635101,Город Губкин,2007,10.0
14635416,Вислодубравское,2006,4.0
14635424,Истобнянское,2006,1.0
14638000,Ивнянский муниципальный район,2006,9.0
14638000,Ивнянский муниципальный район,2007,10.0
14638000,Ивнянский муниципальный район,2008,10.0
14638000,Ивнянский муниципальный район,2009,6.0
14638000,Ивнянский муниципальный район,2010,6.0
14638000,Ивнянский муниципальный район,2011,6.0
14638000,Ивнянский муниципальный район,2012,6.0
14638000,Ивнянский муниципальный район,2013,5.0
14638000,Ивнянский муниципальный район,2014,5.0
14638000,Ивнянский муниципальный район,2015,4.0
14638000,Ивнянский муниципальный район,2016,4.0
14638151,поселок Ивня,2006,9.0
14638151,поселок Ивня,2007,10.0
14638151,поселок Ивня,2008,10.0
14638151,поселок Ивня,2009,6.0
14638151,поселок Ивня,2010,6.0
14638151,поселок Ивня,2011,6.0
14638151,поселок Ивня,2012,6.0
14638151,поселок Ивня,2013,5.0
14638151,поселок Ивня,2014,5.0
14638151,поселок Ивня,2015,1.0
14638151,поселок Ивня,2016,4.0
14638408,Верхопенское,2015,1.0
14638428,Новенское,2015,1.0
14638440,Сафоновское,2015,1.0
14640000,Корочанский муниципальный район,2006,11.0
14640000,Корочанский муниципальный район,2007,11.0
14640000,Корочанский муниципальный район,2008,11.0
14640000,Корочанский муниципальный район,2009,6.0
14640000,Корочанский муниципальный район,2010,6.0
14640000,Корочанский муниципальный район,2011,6.0
14640000,Корочанский муниципальный район,2012,5.0
14640000,Корочанский муниципальный район,2013,4.0
14640000,Корочанский муниципальный район,2014,3.0
14640000,Корочанский муниципальный район,2015,4.0
14640000,Корочанский муниципальный район,2016,4.0
14640101,город Короча,2006,3.0
14640101,город Короча,2008,1.0
14640101,город Короча,2009,1.0
14640101,город Короча,2010,1.0
14640101,город Короча,2011,1.0
14640101,город Короча,2012,1.0
14640101,город Короча,2013,4.0
14640101,город Короча,2014,3.0
14640101,город Короча,2015,4.0
14640101,город Короча,2016,4.0
14640404,Алексеевское,2007,3.0
14640404,Алексеевское,2008,1.0
14640404,Алексеевское,2009,1.0
14640404,Алексеевское,2010,1.0
14640404,Алексеевское,2011,1.0
14640412,Афанасовское,2006,1.0
14640412,Афанасовское,2007,1.0
14640412,Афанасовское,2008,1.0
14640412,Афанасовское,2009,1.0
14640412,Афанасовское,2010,1.0
14640412,Афанасовское,2011,1.0
14640412,Афанасовское,2012,1.0
14640416,Бехтеевское,2008,1.0
14640440,Кощеевское,2008,1.0
14640444,Ломовское,2007,2.0
14640444,Ломовское,2008,1.0
14640444,Ломовское,2009,1.0
14640444,Ломовское,2010,1.0
14640444,Ломовское,2011,1.0
14640444,Ломовское,2012,1.0
14640452,Новослободское,2008,1.0
14640468,Поповское,2008,1.0
14640468,Поповское,2009,1.0
14640468,Поповское,2010,1.0
14640468,Поповское,2011,1.0
14640468,Поповское,2012,1.0
14640472,Проходенское,2007,4.0
14640472,Проходенское,2008,1.0
14640476,Соколовское,2008,1.0
14640476,Соколовское,2009,1.0
14640476,Соколовское,2010,1.0
14640476,Соколовское,2011,1.0
14640476,Соколовское,2012,1.0
14640496,Яблоновское,2006,1.0
14640496,Яблоновское,2007,1.0
14640496,Яблоновское,2008,1.0
14641000,Красненский муниципальный район,2006,8.0
14641000,Красненский муниципальный район,2007,8.0
14641000,Красненский муниципальный район,2008,8.0
14641000,Красненский муниципальный район,2009,4.0
14641000,Красненский муниципальный район,2010,4.0
14641000,Красненский муниципальный район,2011,4.0
14641000,Красненский муниципальный район,2012,4.0
14641000,Красненский муниципальный район,2013,4.0
14641000,Красненский муниципальный район,2014,4.0
14641000,Красненский муниципальный район,2015,4.0
14641000,Красненский муниципальный район,2016,4.0
14641409,Большовское,2006,1.0
14641409,Большовское,2007,1.0
14641409,Большовское,2008,1.0
14641409,Большовское,2009,0.0
14641409,Большовское,2010,0.0
14641417,Горкинское,2009,0.0
14641417,Горкинское,2010,0.0
14641417,Горкинское,2016,0.0
14641423,Готовское,2006,1.0
14641423,Готовское,2007,1.0
14641423,Готовское,2008,1.0
14641423,Готовское,2009,0.0
14641423,Готовское,2010,0.0
14641423,Готовское,2011,0.0
14641448,Камызинское,2006,1.0
14641448,Камызинское,2007,1.0
14641448,Камызинское,2008,1.0
14641448,Камызинское,2009,1.0
14641448,Камызинское,2010,1.0
14641448,Камызинское,2011,1.0
14641448,Камызинское,2012,1.0
14641448,Камызинское,2013,1.0
14641448,Камызинское,2014,1.0
14641448,Камызинское,2015,1.0
14641448,Камызинское,2016,1.0
14641453,Кругловское,2006,2.0
14641453,Кругловское,2007,2.0
14641453,Кругловское,2008,2.0
14641453,Кругловское,2009,1.0
14641453,Кругловское,2010,1.0
14641453,Кругловское,2011,1.0
14641453,Кругловское,2012,1.0
14641453,Кругловское,2013,1.0
14641453,Кругловское,2014,1.0
14641453,Кругловское,2015,1.0
14641453,Кругловское,2016,1.0
14641459,Лесноуколовское,2009,0.0
14641459,Лесноуколовское,2010,0.0
14641472,Новоуколовское,2006,1.0
14641472,Новоуколовское,2007,1.0
14641472,Новоуколовское,2008,1.0
14641472,Новоуколовское,2009,1.0
14641472,Новоуколовское,2010,1.0
14641472,Новоуколовское,2011,1.0
14641472,Новоуколовское,2012,1.0
14641472,Новоуколовское,2013,1.0
14641472,Новоуколовское,2014,1.0
14641472,Новоуколовское,2015,1.0
14641472,Новоуколовское,2016,1.0
14641478,Красненское,2006,1.0
14641478,Красненское,2007,1.0
14641478,Красненское,2008,1.0
14641478,Красненское,2009,1.0
14641478,Красненское,2010,1.0
14641478,Красненское,2011,1.0
14641478,Красненское,2012,1.0
14641478,Красненское,2013,1.0
14641478,Красненское,2014,1.0
14641478,Красненское,2015,1.0
14641478,Красненское,2016,1.0
14641483,Расховецкое,2009,0.0
14641483,Расховецкое,2010,0.0
14641487,Сетищенское,2006,1.0
14641487,Сетищенское,2007,1.0
14641487,Сетищенское,2008,1.0
14641487,Сетищенское,2009,0.0
14641487,Сетищенское,2010,0.0
14642000,Красногвардейский муниципальный район,2006,16.0
14642000,Красногвардейский муниципальный район,2007,16.0
14642000,Красногвардейский муниципальный район,2008,16.0
14642000,Красногвардейский муниципальный район,2009,9.0
14642000,Красногвардейский муниципальный район,2010,9.0
14642000,Красногвардейский муниципальный район,2011,9.0
14642000,Красногвардейский муниципальный район,2012,10.0
14642000,Красногвардейский муниципальный район,2013,9.0
14642000,Красногвардейский муниципальный район,2014,8.0
14642000,Красногвардейский муниципальный район,2015,8.0
14642000,Красногвардейский муниципальный район,2016,8.0
14642151,город Бирюч,2006,2.0
14642151,город Бирюч,2007,3.0
14642151,город Бирюч,2008,2.0
14642151,город Бирюч,2009,1.0
14642151,город Бирюч,2010,1.0
14642151,город Бирюч,2011,1.0
14642151,город Бирюч,2012,1.0
14642151,город Бирюч,2013,1.0
14642151,город Бирюч,2014,1.0
14642404,Валуйчанское,2006,1.0
14642404,Валуйчанское,2007,1.0
14642404,Валуйчанское,2008,1.0
14642404,Валуйчанское,2009,0.5
14642404,Валуйчанское,2010,0.0
14642404,Валуйчанское,2011,0.0
14642404,Валуйчанское,2012,0.0
14642408,Коломыцевское,2006,1.0
14642408,Коломыцевское,2007,1.0
14642408,Коломыцевское,2008,1.0
14642408,Коломыцевское,2009,0.5
14642408,Коломыцевское,2010,0.0
14642408,Коломыцевское,2011,0.0
14642408,Коломыцевское,2012,0.0
14642412,Верхнепокровское,2006,1.0
14642412,Верхнепокровское,2007,1.0
14642412,Верхнепокровское,2008,1.0
14642412,Верхнепокровское,2009,0.5
14642412,Верхнепокровское,2010,1.0
14642412,Верхнепокровское,2011,1.0
14642412,Верхнепокровское,2012,1.0
14642412,Верхнепокровское,2013,1.0
14642412,Верхнепокровское,2014,1.0
14642412,Верхнепокровское,2015,1.0
14642412,Верхнепокровское,2016,1.0
14642416,Верхососенское,2006,1.0
14642416,Верхососенское,2008,1.0
14642416,Верхососенское,2009,0.5
14642416,Верхососенское,2010,1.0
14642416,Верхососенское,2011,1.0
14642416,Верхососенское,2012,1.0
14642416,Верхососенское,2014,0.0
14642420,Веселовское,2006,2.0
14642420,Веселовское,2007,2.0
14642420,Веселовское,2008,2.0
14642420,Веселовское,2009,2.0
14642420,Веселовское,2010,2.0
14642420,Веселовское,2011,1.0
14642420,Веселовское,2012,2.0
14642420,Веселовское,2013,2.0
14642420,Веселовское,2014,2.0
14642420,Веселовское,2015,2.0
14642420,Веселовское,2016,2.0
14642424,Засосенское,2006,2.0
14642424,Засосенское,2007,2.0
14642424,Засосенское,2008,2.0
14642424,Засосенское,2009,1.0
14642424,Засосенское,2010,1.0
14642424,Засосенское,2011,1.0
14642424,Засосенское,2012,1.0
14642424,Засосенское,2013,1.0
14642424,Засосенское,2014,1.0
14642424,Засосенское,2015,2.0
14642424,Засосенское,2016,1.0
14642428,Калиновское,2009,0.0
14642428,Калиновское,2010,0.0
14642428,Калиновское,2012,0.0
14642428,Калиновское,2014,0.0
14642436,Ливенское,2006,1.0
14642436,Ливенское,2007,1.0
14642436,Ливенское,2008,1.0
14642436,Ливенское,2009,0.5
14642436,Ливенское,2010,1.0
14642436,Ливенское,2011,1.0
14642436,Ливенское,2012,1.0
14642436,Ливенское,2013,1.0
14642436,Ливенское,2015,1.0
14642436,Ливенское,2016,1.0
14642444,Никитовское,2006,1.0
14642444,Никитовское,2007,1.0
14642444,Никитовское,2008,1.0
14642444,Никитовское,2009,0.5
14642444,Никитовское,2010,1.0
14642444,Никитовское,2011,1.0
14642444,Никитовское,2012,1.0
14642444,Никитовское,2013,1.0
14642444,Никитовское,2014,1.0
14642444,Никитовское,2016,1.0
14642448,Новохуторное,2009,0.0
14642448,Новохуторное,2010,0.0
14642448,Новохуторное,2011,0.0
14642452,Палатовское,2006,1.0
14642452,Палатовское,2007,1.0
14642452,Палатовское,2008,1.0
14642452,Палатовское,2009,0.5
14642452,Палатовское,2010,0.0
14642452,Палатовское,2011,1.0
14642452,Палатовское,2012,1.0
14642452,Палатовское,2013,1.0
14642452,Палатовское,2014,1.0
14642452,Палатовское,2015,1.0
14642452,Палатовское,2016,1.0
14642456,Стрелецкое,2006,2.0
14642456,Стрелецкое,2007,2.0
14642456,Стрелецкое,2008,2.0
14642456,Стрелецкое,2009,1.0
14642456,Стрелецкое,2010,1.0
14642456,Стрелецкое,2011,1.0
14642456,Стрелецкое,2012,1.0
14642456,Стрелецкое,2013,1.0
14642456,Стрелецкое,2014,1.0
14642456,Стрелецкое,2015,1.0
14642456,Стрелецкое,2016,1.0
14642460,Утянское,2006,1.0
14642460,Утянское,2007,1.0
14642460,Утянское,2008,1.0
14642460,Утянское,2009,0.5
14642460,Утянское,2010,0.0
14642460,Утянское,2012,0.0
14643000,Краснояружский муниципальный район,2006,5.0
14643000,Краснояружский муниципальный район,2007,5.0
14643000,Краснояружский муниципальный район,2008,5.0
14643000,Краснояружский муниципальный район,2009,3.0
14643000,Краснояружский муниципальный район,2010,3.0
14643000,Краснояружский муниципальный район,2011,3.0
14643000,Краснояружский муниципальный район,2012,3.0
14643000,Краснояружский муниципальный район,2013,3.0
14643000,Краснояружский муниципальный район,2014,3.0
14643000,Краснояружский муниципальный район,2015,3.0
14643000,Краснояружский муниципальный район,2016,3.0
14643151,поселок Красная Яруга,2006,1.0
14643151,поселок Красная Яруга,2007,1.0
14643151,поселок Красная Яруга,2008,1.0
14643151,поселок Красная Яруга,2009,1.0
14643151,поселок Красная Яруга,2010,0.6
14643151,поселок Красная Яруга,2011,3.0
14643151,поселок Красная Яруга,2012,3.0
14643151,поселок Красная Яруга,2013,3.0
14643151,поселок Красная Яруга,2014,3.0
14643151,поселок Красная Яруга,2015,3.0
14643151,поселок Красная Яруга,2016,3.0
14643405,Вязовское,2006,1.0
14643405,Вязовское,2007,1.0
14643405,Вязовское,2008,1.0
14643405,Вязовское,2009,1.0
14643405,Вязовское,2010,0.67
14643405,Вязовское,2011,0.0
