oktmo,name,year,socialaidcenters
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2015,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2006,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2007,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2008,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2009,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2010,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2011,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2012,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2013,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2014,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2015,1.0
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2016,1.0
28750000,город Торжок,2006,1.0
28750000,город Торжок,2007,1.0
28750000,город Торжок,2008,1.0
28750000,город Торжок,2009,1.0
28750000,город Торжок,2010,1.0
28750000,город Торжок,2011,1.0
28750000,город Торжок,2012,1.0
28750000,город Торжок,2013,1.0
28750000,город Торжок,2014,1.0
28750000,город Торжок,2016,1.0
29602000,Бабынинский муниципальный район,2012,1.0
29602000,Бабынинский муниципальный район,2013,1.0
29602000,Бабынинский муниципальный район,2014,1.0
29602000,Бабынинский муниципальный район,2015,1.0
29602000,Бабынинский муниципальный район,2016,1.0
29602408,поселок Бабынино,2012,1.0
29602408,поселок Бабынино,2013,1.0
29602408,поселок Бабынино,2014,1.0
29602408,поселок Бабынино,2015,1.0
29602408,поселок Бабынино,2016,1.0
29604000,Барятинский муниципальный район,2016,0.0
29604404,деревня Асмолово,2016,0.0
29604408,село Барятино,2016,0.0
29604412,деревня Бахмутово,2016,0.0
29604428,деревня Крисаново-Пятница,2016,0.0
29604444,село Сильковичи,2016,0.0
29606000,Боровский муниципальный район,2007,2.0
29606000,Боровский муниципальный район,2008,2.0
29606000,Боровский муниципальный район,2009,2.0
29606000,Боровский муниципальный район,2010,2.0
29606000,Боровский муниципальный район,2011,2.0
29606000,Боровский муниципальный район,2012,2.0
29606000,Боровский муниципальный район,2013,2.0
29606000,Боровский муниципальный район,2014,2.0
29606000,Боровский муниципальный район,2015,1.0
29606000,Боровский муниципальный район,2016,1.0
29606101,город Боровск,2007,1.0
29606101,город Боровск,2008,1.0
29606101,город Боровск,2009,1.0
29606101,город Боровск,2010,1.0
29606101,город Боровск,2011,1.0
29606101,город Боровск,2012,1.0
29606101,город Боровск,2013,1.0
29606101,город Боровск,2014,1.0
29606101,город Боровск,2015,1.0
29606101,город Боровск,2016,1.0
29606105,город Балабаново,2007,1.0
29606105,город Балабаново,2008,1.0
29606105,город Балабаново,2009,1.0
29606105,город Балабаново,2010,1.0
29606105,город Балабаново,2011,1.0
29606105,город Балабаново,2012,1.0
29606105,город Балабаново,2013,1.0
29606105,город Балабаново,2014,1.0
29608000,Дзержинский муниципальный район,2007,1.0
29608000,Дзержинский муниципальный район,2008,1.0
29608000,Дзержинский муниципальный район,2009,1.0
29608000,Дзержинский муниципальный район,2010,1.0
29608000,Дзержинский муниципальный район,2011,1.0
29608000,Дзержинский муниципальный район,2012,1.0
29608000,Дзержинский муниципальный район,2013,1.0
29608000,Дзержинский муниципальный район,2014,1.0
29608000,Дзержинский муниципальный район,2015,1.0
29608000,Дзержинский муниципальный район,2016,1.0
29608101,город Кондрово,2008,1.0
29608101,город Кондрово,2009,1.0
29608101,город Кондрово,2010,1.0
29608101,город Кондрово,2011,1.0
29608101,город Кондрово,2012,1.0
29608101,город Кондрово,2013,1.0
29608101,город Кондрово,2014,1.0
29608101,город Кондрово,2015,1.0
29608101,город Кондрово,2016,1.0
29608409,село Дворцы,2007,1.0
29612000,Жиздринский муниципальный район,2007,1.0
29612000,Жиздринский муниципальный район,2008,1.0
29612000,Жиздринский муниципальный район,2009,1.0
29612000,Жиздринский муниципальный район,2010,1.0
29612000,Жиздринский муниципальный район,2011,1.0
29612000,Жиздринский муниципальный район,2012,1.0
29612000,Жиздринский муниципальный район,2013,1.0
29612000,Жиздринский муниципальный район,2014,1.0
29612000,Жиздринский муниципальный район,2015,1.0
29612000,Жиздринский муниципальный район,2016,1.0
29612101,город Жиздра,2007,1.0
29612101,город Жиздра,2008,1.0
29612101,город Жиздра,2009,1.0
29612101,город Жиздра,2010,1.0
29612101,город Жиздра,2011,1.0
29612101,город Жиздра,2012,1.0
29612101,город Жиздра,2013,1.0
29612101,город Жиздра,2014,1.0
29612101,город Жиздра,2015,1.0
29612101,город Жиздра,2016,1.0
29613000,Жуковский муниципальный район,2007,1.0
29613000,Жуковский муниципальный район,2008,1.0
29613000,Жуковский муниципальный район,2009,1.0
29613000,Жуковский муниципальный район,2010,1.0
29613000,Жуковский муниципальный район,2011,1.0
29613000,Жуковский муниципальный район,2012,2.0
29613000,Жуковский муниципальный район,2013,2.0
29613000,Жуковский муниципальный район,2014,2.0
29613000,Жуковский муниципальный район,2015,2.0
29613000,Жуковский муниципальный район,2016,2.0
29613101,город Жуков,2012,1.0
29613101,город Жуков,2013,1.0
29613101,город Жуков,2014,1.0
29613101,город Жуков,2015,1.0
29613101,город Жуков,2016,1.0
29613157,город Белоусово,2007,1.0
29613157,город Белоусово,2008,1.0
29613157,город Белоусово,2009,1.0
29613157,город Белоусово,2010,1.0
29613157,город Белоусово,2011,1.0
29613157,город Белоусово,2012,1.0
29613157,город Белоусово,2013,1.0
29613157,город Белоусово,2014,1.0
29613157,город Белоусово,2015,1.0
29613157,город Белоусово,2016,1.0
29614424,село Воскресенск,2016,0.0
29614436,село Дуброво,2016,0.0
29616000,Козельский муниципальный район,2012,1.0
29616000,Козельский муниципальный район,2013,1.0
29616000,Козельский муниципальный район,2014,1.0
29616000,Козельский муниципальный район,2015,1.0
29616000,Козельский муниципальный район,2016,1.0
29616101,город Козельск,2012,1.0
29616101,город Козельск,2013,1.0
29616101,город Козельск,2014,1.0
29616101,город Козельск,2015,1.0
29616101,город Козельск,2016,1.0
29618412,село Бутчино,2013,0.0
29620000,Людиновский муниципальный район,2007,1.0
29620000,Людиновский муниципальный район,2008,1.0
29620000,Людиновский муниципальный район,2009,1.0
29620000,Людиновский муниципальный район,2010,1.0
29620000,Людиновский муниципальный район,2011,1.0
29620000,Людиновский муниципальный район,2013,1.0
29620000,Людиновский муниципальный район,2014,1.0
29620000,Людиновский муниципальный район,2015,1.0
29620000,Людиновский муниципальный район,2016,1.0
29620101,город Людиново,2007,1.0
29620101,город Людиново,2008,1.0
29620101,город Людиново,2009,1.0
29620101,город Людиново,2010,1.0
29620101,город Людиново,2011,1.0
29620101,город Людиново,2012,1.0
29620101,город Людиново,2013,1.0
29620101,город Людиново,2014,1.0
29620101,город Людиново,2015,1.0
29620101,город Людиново,2016,1.0
29623000,Малоярославецкий муниципальный район,2012,1.0
29623000,Малоярославецкий муниципальный район,2013,1.0
29623000,Малоярославецкий муниципальный район,2014,1.0
29623000,Малоярославецкий муниципальный район,2015,1.0
29623000,Малоярославецкий муниципальный район,2016,1.0
29623101,город Малоярославец,2012,1.0
29623101,город Малоярославец,2013,1.0
29623101,город Малоярославец,2014,1.0
29623101,город Малоярославец,2015,1.0
29623101,город Малоярославец,2016,1.0
29627000,Мещовский муниципальный район,2012,1.0
29627000,Мещовский муниципальный район,2013,1.0
29627101,город Мещовск,2012,1.0
29627101,город Мещовск,2013,1.0
29636000,Сухиничский муниципальный район,2007,1.0
29636000,Сухиничский муниципальный район,2008,1.0
29636000,Сухиничский муниципальный район,2009,1.0
29636000,Сухиничский муниципальный район,2010,1.0
29636000,Сухиничский муниципальный район,2011,1.0
29636000,Сухиничский муниципальный район,2012,1.0
29636000,Сухиничский муниципальный район,2013,1.0
29636000,Сухиничский муниципальный район,2014,1.0
29636000,Сухиничский муниципальный район,2015,1.0
29636000,Сухиничский муниципальный район,2016,1.0
29636101,город Сухиничи,2007,1.0
29636101,город Сухиничи,2008,1.0
29636101,город Сухиничи,2009,1.0
29636101,город Сухиничи,2010,1.0
29636101,город Сухиничи,2011,1.0
29636101,город Сухиничи,2012,1.0
29636101,город Сухиничи,2013,1.0
29636101,город Сухиничи,2014,1.0
29636101,город Сухиничи,2015,1.0
29636101,город Сухиничи,2016,1.0
29650000,Юхновский муниципальный район,2007,1.0
29650000,Юхновский муниципальный район,2008,1.0
29650000,Юхновский муниципальный район,2009,1.0
29650000,Юхновский муниципальный район,2010,1.0
29650000,Юхновский муниципальный район,2011,1.0
29650000,Юхновский муниципальный район,2012,1.0
29650000,Юхновский муниципальный район,2013,1.0
29650000,Юхновский муниципальный район,2014,1.0
29650000,Юхновский муниципальный район,2015,1.0
29650000,Юхновский муниципальный район,2016,1.0
29650101,город Юхнов,2007,1.0
29650101,город Юхнов,2008,1.0
29650101,город Юхнов,2009,1.0
29650101,город Юхнов,2010,1.0
29650101,город Юхнов,2011,1.0
29650101,город Юхнов,2012,1.0
29650101,город Юхнов,2013,1.0
29650101,город Юхнов,2014,1.0
29650101,город Юхнов,2015,1.0
29650101,город Юхнов,2016,1.0
29701000,город Калуга,2007,1.0
29701000,город Калуга,2008,1.0
29701000,город Калуга,2009,1.0
29701000,город Калуга,2010,1.0
29701000,город Калуга,2011,1.0
29701000,город Калуга,2012,1.0
29701000,город Калуга,2013,1.0
29701000,город Калуга,2014,1.0
29701000,город Калуга,2015,1.0
29701000,город Калуга,2016,1.0
29715000,город Обнинск,2012,1.0
29715000,город Обнинск,2013,1.0
29715000,город Обнинск,2014,1.0
29715000,город Обнинск,2015,1.0
29715000,город Обнинск,2016,1.0
30607000,Елизовский муниципальный район,2009,1.0
30607000,Елизовский муниципальный район,2010,1.0
30607000,Елизовский муниципальный район,2012,1.0
30607000,Елизовский муниципальный район,2013,1.0
30607000,Елизовский муниципальный район,2014,1.0
30607000,Елизовский муниципальный район,2015,1.0
30607000,Елизовский муниципальный район,2016,1.0
30607101,Елизовское,2008,1.0
30607101,Елизовское,2008,1.0
30607101,Елизовское,2009,1.0
30607101,Елизовское,2010,1.0
30607101,Елизовское,2012,1.0
30607101,Елизовское,2013,1.0
30607101,Елизовское,2014,1.0
30607101,Елизовское,2015,1.0
30607101,Елизовское,2016,1.0
30610000,Мильковский муниципальный район,2009,1.0
30610000,Мильковский муниципальный район,2014,1.0
30610000,Мильковский муниципальный район,2015,1.0
30610000,Мильковский муниципальный район,2016,1.0
30610401,Мильковское,2008,1.0
30610401,Мильковское,2008,1.0
30610401,Мильковское,2009,1.0
30610401,Мильковское,2014,1.0
30610401,Мильковское,2015,1.0
30610401,Мильковское,2016,1.0
30616000,Усть-Большерецкий муниципальный район,2011,1.0
30616000,Усть-Большерецкий муниципальный район,2012,1.0
30616000,Усть-Большерецкий муниципальный район,2013,1.0
30616000,Усть-Большерецкий муниципальный район,2014,1.0
30616000,Усть-Большерецкий муниципальный район,2015,1.0
30616000,Усть-Большерецкий муниципальный район,2016,1.0
30616410,Усть-Большерецкое,2011,1.0
30616410,Усть-Большерецкое,2012,1.0
30616410,Усть-Большерецкое,2013,1.0
30616410,Усть-Большерецкое,2014,1.0
30616410,Усть-Большерецкое,2015,1.0
30616410,Усть-Большерецкое,2016,1.0
30619000,Усть-Камчатский муниципальный район,2009,1.0
30619000,Усть-Камчатский муниципальный район,2010,1.0
30619000,Усть-Камчатский муниципальный район,2011,1.0
30619000,Усть-Камчатский муниципальный район,2012,1.0
30619000,Усть-Камчатский муниципальный район,2013,2.0
30619000,Усть-Камчатский муниципальный район,2014,2.0
30619000,Усть-Камчатский муниципальный район,2015,2.0
30619000,Усть-Камчатский муниципальный район,2016,1.0
30619401,Усть-Камчатское,2008,1.0
30619402,Ключевское,2007,1.0
30619402,Ключевское,2008,1.0
30619402,Ключевское,2009,1.0
30619402,Ключевское,2010,1.0
30619402,Ключевское,2011,1.0
30619402,Ключевское,2012,1.0
30619402,Ключевское,2013,1.0
30619402,Ключевское,2014,1.0
30619402,Ключевское,2015,1.0
30619405,Козыревское,2013,1.0
30619405,Козыревское,2014,1.0
30619405,Козыревское,2015,1.0
30619405,Козыревское,2016,1.0
30701000,Петропавловск-Камчатский,2006,1.0
30701000,Петропавловск-Камчатский,2007,1.0
30701000,Петропавловск-Камчатский,2008,1.0
30701000,Петропавловск-Камчатский,2009,1.0
30701000,Петропавловск-Камчатский,2010,1.0
30701000,Петропавловск-Камчатский,2011,1.0
30701000,Петропавловск-Камчатский,2012,1.0
30701000,Петропавловск-Камчатский,2013,1.0
30701000,Петропавловск-Камчатский,2014,1.0
30701000,Петропавловск-Камчатский,2015,1.0
30701000,Петропавловск-Камчатский,2016,1.0
30827000,Олюторский муниципальный район,2011,1.0
30827405,село Тиличики,2011,1.0
30832000,Тигильский муниципальный район,2012,1.0
30832000,Тигильский муниципальный район,2013,1.0
30832405,село Тигиль,2012,1.0
30832405,село Тигиль,2013,1.0
30851000,поселок Палана,2007,1.0
30851000,поселок Палана,2008,1.0
30851000,поселок Палана,2009,1.0
30851000,поселок Палана,2010,1.0
30851000,поселок Палана,2011,1.0
30851000,поселок Палана,2012,1.0
30851000,поселок Палана,2013,1.0
30851000,поселок Палана,2014,1.0
30851000,поселок Палана,2015,1.0
30851000,поселок Палана,2016,1.0
32601000,Беловский муниципальный район,2006,1.0
32601000,Беловский муниципальный район,2013,1.0
32601000,Беловский муниципальный район,2014,1.0
32601000,Беловский муниципальный район,2015,1.0
32601000,Беловский муниципальный район,2016,1.0
32601403,Вишневское (до 2014г.),2013,1.0
32601412,Евтинское,2014,1.0
32601412,Евтинское,2015,1.0
32601412,Евтинское,2016,1.0
32602000,Гурьевский муниципальный район,2006,2.0
32602000,Гурьевский муниципальный район,2007,2.0
32602000,Гурьевский муниципальный район,2008,2.0
32602000,Гурьевский муниципальный район,2009,2.0
32602000,Гурьевский муниципальный район,2010,2.0
32602000,Гурьевский муниципальный район,2011,2.0
32602000,Гурьевский муниципальный район,2012,1.0
32602000,Гурьевский муниципальный район,2013,1.0
32602000,Гурьевский муниципальный район,2014,1.0
32602000,Гурьевский муниципальный район,2015,1.0
32602000,Гурьевский муниципальный район,2016,1.0
32602101,Гурьевское,2006,2.0
32602101,Гурьевское,2007,2.0
32602101,Гурьевское,2008,2.0
32602101,Гурьевское,2009,2.0
32602101,Гурьевское,2010,2.0
32602101,Гурьевское,2011,1.0
32602101,Гурьевское,2012,1.0
32602101,Гурьевское,2014,1.0
32602420,Малосалаирское,2011,1.0
32602420,Малосалаирское,2013,1.0
32602420,Малосалаирское,2015,1.0
32602420,Малосалаирское,2016,1.0
32602430,Раздольное,2013,0.0
32604000,Ижморский муниципальный район,2007,1.0
32604000,Ижморский муниципальный район,2008,1.0
32604000,Ижморский муниципальный район,2009,1.0
32604000,Ижморский муниципальный район,2010,1.0
32604000,Ижморский муниципальный район,2011,1.0
32604000,Ижморский муниципальный район,2012,1.0
32604000,Ижморский муниципальный район,2013,1.0
32604000,Ижморский муниципальный район,2014,1.0
32604000,Ижморский муниципальный район,2015,1.0
32604000,Ижморский муниципальный район,2016,1.0
32604151,Ижморское,2006,1.0
32604151,Ижморское,2007,1.0
32604151,Ижморское,2008,1.0
32604151,Ижморское,2009,1.0
32604151,Ижморское,2010,1.0
32604151,Ижморское,2011,1.0
32604151,Ижморское,2012,1.0
32604151,Ижморское,2013,1.0
32604151,Ижморское,2014,1.0
32604151,Ижморское,2015,1.0
32604151,Ижморское,2016,1.0
32604416,Колыонское,2011,0.0
32604420,Красноярское,2011,0.0
32604424,Постниковское,2011,0.0
32604428,Святославское,2011,0.0
32604432,Симбирское,2011,0.0
32604436,Троицкое,2011,0.0
32607000,Кемеровский муниципальный район,2006,1.0
32607412,Березовское,2006,1.0
32610000,Крапивинский муниципальный район,2006,1.0
32610000,Крапивинский муниципальный район,2007,1.0
32610000,Крапивинский муниципальный район,2008,1.0
32610000,Крапивинский муниципальный район,2009,1.0
32610000,Крапивинский муниципальный район,2010,1.0
32610000,Крапивинский муниципальный район,2011,1.0
32610000,Крапивинский муниципальный район,2012,1.0
32610000,Крапивинский муниципальный район,2013,1.0
32610000,Крапивинский муниципальный район,2014,1.0
32610000,Крапивинский муниципальный район,2015,1.0
32610000,Крапивинский муниципальный район,2016,1.0
32610151,Крапивинское,2006,1.0
32610151,Крапивинское,2007,1.0
32610151,Крапивинское,2008,1.0
32610151,Крапивинское,2009,1.0
32610151,Крапивинское,2010,1.0
32610151,Крапивинское,2011,1.0
32610151,Крапивинское,2012,1.0
32610151,Крапивинское,2013,1.0
32610151,Крапивинское,2014,1.0
32610151,Крапивинское,2015,1.0
32610151,Крапивинское,2016,1.0
32613000,ND,2006,1.0
32616000,Мариинский муниципальный район,2006,2.0
32616000,Мариинский муниципальный район,2007,1.0
32616000,Мариинский муниципальный район,2008,1.0
32616000,Мариинский муниципальный район,2009,1.0
32616000,Мариинский муниципальный район,2010,1.0
32616000,Мариинский муниципальный район,2011,1.0
32616000,Мариинский муниципальный район,2012,1.0
32616000,Мариинский муниципальный район,2013,1.0
32616000,Мариинский муниципальный район,2014,1.0
32616000,Мариинский муниципальный район,2015,1.0
32616000,Мариинский муниципальный район,2016,1.0
32616101,Мариинское,2006,1.0
32616101,Мариинское,2007,1.0
32616101,Мариинское,2008,1.0
32616101,Мариинское,2009,1.0
32616101,Мариинское,2010,1.0
32616101,Мариинское,2011,1.0
32616101,Мариинское,2012,1.0
32616101,Мариинское,2013,1.0
32616101,Мариинское,2014,1.0
32616101,Мариинское,2015,1.0
32616101,Мариинское,2016,1.0
32616404,Белогородское,2006,1.0
32616404,Белогородское,2011,0.0
32616408,Благовещенское,2011,0.0
32616412,Большеантибесское,2011,0.0
32616414,Калининское,2011,0.0
32616415,Кийское,2011,0.0
32616416,Красноорловское,2011,0.0
32616420,Лебяжье,2011,0.0
32616424,Малопесчанское,2011,0.0
32616428,Николаевское,2011,0.0
32616440,Первомайское,2011,0.0
32616444,Сусловское,2011,0.0
32616448,ND,2011,0.0
32619000,Новокузнецкий муниципальный район,2008,1.0
32619000,Новокузнецкий муниципальный район,2009,1.0
32619000,Новокузнецкий муниципальный район,2010,1.0
32619000,Новокузнецкий муниципальный район,2011,1.0
32619408,Безруковское (до 2014г.),2008,1.0
32619408,Безруковское (до 2014г.),2009,1.0
32619408,Безруковское (до 2014г.),2010,1.0
32619408,Безруковское (до 2014г.),2011,1.0
32625000,Промышленновский муниципальный район,2006,1.0
32625000,Промышленновский муниципальный район,2007,1.0
32625000,Промышленновский муниципальный район,2008,1.0
32625000,Промышленновский муниципальный район,2009,1.0
32625000,Промышленновский муниципальный район,2010,1.0
32625000,Промышленновский муниципальный район,2011,1.0
32625000,Промышленновский муниципальный район,2012,1.0
32625000,Промышленновский муниципальный район,2013,1.0
32625000,Промышленновский муниципальный район,2014,1.0
32625000,Промышленновский муниципальный район,2015,1.0
32625000,Промышленновский муниципальный район,2016,1.0
32625151,Промышленновское,2006,1.0
32625151,Промышленновское,2007,1.0
32625151,Промышленновское,2008,1.0
32625151,Промышленновское,2009,1.0
32625151,Промышленновское,2010,1.0
32625151,Промышленновское,2011,1.0
32625151,Промышленновское,2012,1.0
32625151,Промышленновское,2013,1.0
32625151,Промышленновское,2014,1.0
32625151,Промышленновское,2015,1.0
32625151,Промышленновское,2016,1.0
32625408,Вагановское,2011,0.0
32625408,Вагановское,2014,0.0
32625408,Вагановское,2016,0.0
32625414,Калинкинское,2011,0.0
32625414,Калинкинское,2014,0.0
32625414,Калинкинское,2016,0.0
32625416,Лебедевское,2011,0.0
32625416,Лебедевское,2014,0.0
32625416,Лебедевское,2016,0.0
32625424,Окуневское,2011,0.0
32625424,Окуневское,2014,0.0
32625424,Окуневское,2016,0.0
32625428,Плотниковское,2011,0.0
32625428,Плотниковское,2014,0.0
32625428,Плотниковское,2016,0.0
32625432,Падунское,2011,0.0
32625432,Падунское,2014,0.0
32625432,Падунское,2016,0.0
32625436,Пушкинское,2011,0.0
32625436,Пушкинское,2014,0.0
32625436,Пушкинское,2016,0.0
32625440,Тарабаринское,2011,0.0
32625440,Тарабаринское,2014,0.0
32625440,Тарабаринское,2016,0.0
32625444,Тарасовское,2011,0.0
32625444,Тарасовское,2014,0.0
32625444,Тарасовское,2016,0.0
32625448,Титовское,2011,0.0
32625448,Титовское,2014,0.0
32625448,Титовское,2016,0.0
32627000,Таштагольский муниципальный район,2006,3.0
32627000,Таштагольский муниципальный район,2007,3.0
32627000,Таштагольский муниципальный район,2008,4.0
32627000,Таштагольский муниципальный район,2010,4.0
32627000,Таштагольский муниципальный район,2011,3.0
32627000,Таштагольский муниципальный район,2012,4.0
32627000,Таштагольский муниципальный район,2013,4.0
32627000,Таштагольский муниципальный район,2014,4.0
32627000,Таштагольский муниципальный район,2015,2.0
32627000,Таштагольский муниципальный район,2016,2.0
32627101,Таштагольское,2006,1.0
32627101,Таштагольское,2007,1.0
32627101,Таштагольское,2008,1.0
32627101,Таштагольское,2009,1.0
32627101,Таштагольское,2010,1.0
32627101,Таштагольское,2011,1.0
32627101,Таштагольское,2012,2.0
32627101,Таштагольское,2013,2.0
32627101,Таштагольское,2014,2.0
32627101,Таштагольское,2015,1.0
32627101,Таштагольское,2016,1.0
32627154,Казское,2008,1.0
32627154,Казское,2009,1.0
32627154,Казское,2010,1.0
32627157,Мундыбашское,2006,1.0
32627157,Мундыбашское,2007,1.0
32627157,Мундыбашское,2008,1.0
32627157,Мундыбашское,2009,1.0
32627157,Мундыбашское,2010,1.0
32627157,Мундыбашское,2011,1.0
32627157,Мундыбашское,2012,1.0
32627157,Мундыбашское,2013,1.0
32627157,Мундыбашское,2014,1.0
32627157,Мундыбашское,2015,1.0
32627157,Мундыбашское,2016,1.0
32627175,Шерегешское,2006,1.0
32627175,Шерегешское,2007,1.0
32627175,Шерегешское,2008,1.0
32627175,Шерегешское,2009,1.0
32627175,Шерегешское,2010,1.0
32627175,Шерегешское,2011,1.0
32627175,Шерегешское,2012,1.0
32627175,Шерегешское,2013,1.0
32627175,Шерегешское,2014,1.0
32628000,Тисульский муниципальный район,2006,1.0
32628000,Тисульский муниципальный район,2007,1.0
32628000,Тисульский муниципальный район,2008,1.0
32628000,Тисульский муниципальный район,2009,1.0
32628000,Тисульский муниципальный район,2010,1.0
32628000,Тисульский муниципальный район,2011,1.0
32628000,Тисульский муниципальный район,2012,1.0
32628000,Тисульский муниципальный район,2013,1.0
32628000,Тисульский муниципальный район,2014,1.0
32628000,Тисульский муниципальный район,2015,1.0
32628000,Тисульский муниципальный район,2016,1.0
32628151,Тисульское,2006,1.0
32628151,Тисульское,2007,1.0
32628151,Тисульское,2008,1.0
32628151,Тисульское,2009,1.0
32628151,Тисульское,2010,1.0
32628151,Тисульское,2011,1.0
32628151,Тисульское,2012,1.0
32628151,Тисульское,2013,1.0
32628151,Тисульское,2014,1.0
32628151,Тисульское,2015,1.0
32628151,Тисульское,2016,1.0
32631000,Топкинский муниципальный район,2006,1.0
32631000,Топкинский муниципальный район,2007,1.0
32631000,Топкинский муниципальный район,2008,1.0
32631000,Топкинский муниципальный район,2010,1.0
32631000,Топкинский муниципальный район,2011,1.0
32631000,Топкинский муниципальный район,2012,1.0
32631000,Топкинский муниципальный район,2013,1.0
32631000,Топкинский муниципальный район,2014,1.0
32631000,Топкинский муниципальный район,2015,1.0
32631000,Топкинский муниципальный район,2016,1.0
32631101,Топкинское,2006,1.0
32631101,Топкинское,2007,1.0
32631101,Топкинское,2008,1.0
32631101,Топкинское,2010,1.0
32631101,Топкинское,2011,1.0
32631101,Топкинское,2012,1.0
32631101,Топкинское,2013,1.0
32631101,Топкинское,2014,1.0
32631101,Топкинское,2015,1.0
32631101,Топкинское,2016,1.0
32631448,Юрьевское,2016,0.0
32634000,Тяжинский муниципальный район,2006,1.0
32634000,Тяжинский муниципальный район,2007,1.0
32634000,Тяжинский муниципальный район,2008,1.0
32634000,Тяжинский муниципальный район,2009,1.0
32634000,Тяжинский муниципальный район,2010,1.0
32634000,Тяжинский муниципальный район,2011,1.0
32634000,Тяжинский муниципальный район,2012,1.0
32634000,Тяжинский муниципальный район,2013,1.0
32634000,Тяжинский муниципальный район,2014,1.0
32634000,Тяжинский муниципальный район,2015,1.0
32634000,Тяжинский муниципальный район,2016,1.0
32634151,Тяжинское,2006,1.0
32634151,Тяжинское,2007,1.0
32634151,Тяжинское,2008,1.0
32634151,Тяжинское,2009,1.0
32634151,Тяжинское,2010,1.0
32634151,Тяжинское,2011,1.0
32634151,Тяжинское,2012,1.0
32634151,Тяжинское,2013,1.0
32634151,Тяжинское,2014,1.0
32634151,Тяжинское,2015,1.0
32634151,Тяжинское,2016,1.0
32634154,Итатское,2006,1.0
32637000,Чебулинский муниципальный район,2006,1.0
32637000,Чебулинский муниципальный район,2007,1.0
32637000,Чебулинский муниципальный район,2008,1.0
32637000,Чебулинский муниципальный район,2009,1.0
32637000,Чебулинский муниципальный район,2010,1.0
32637000,Чебулинский муниципальный район,2011,1.0
32637000,Чебулинский муниципальный район,2012,1.0
32637000,Чебулинский муниципальный район,2013,1.0
32637000,Чебулинский муниципальный район,2014,1.0
32637000,Чебулинский муниципальный район,2015,1.0
32637000,Чебулинский муниципальный район,2016,1.0
32637151,ND,2006,1.0
32637151,ND,2007,1.0
32637151,ND,2008,1.0
32637151,ND,2009,1.0
32637151,ND,2010,1.0
32637151,ND,2011,1.0
32637151,ND,2012,1.0
32637151,ND,2013,1.0
32637151,ND,2014,1.0
32637151,ND,2015,1.0
32637151,ND,2016,1.0
32640000,Юргинский муниципальный район,2006,1.0
32640000,Юргинский муниципальный район,2013,1.0
32640000,Юргинский муниципальный район,2014,1.0
32640000,Юргинский муниципальный район,2015,1.0
32640000,Юргинский муниципальный район,2016,1.0
32640432,Тальское,2013,1.0
32640432,Тальское,2014,1.0
32640432,Тальское,2015,1.0
32640432,Тальское,2016,1.0
32643000,Яйский муниципальный район,2006,1.0
32643000,Яйский муниципальный район,2007,1.0
32643000,Яйский муниципальный район,2008,1.0
32643000,Яйский муниципальный район,2009,1.0
32643000,Яйский муниципальный район,2011,1.0
32643000,Яйский муниципальный район,2012,1.0
32643000,Яйский муниципальный район,2013,1.0
32643000,Яйский муниципальный район,2014,1.0
32643000,Яйский муниципальный район,2015,1.0
32643000,Яйский муниципальный район,2016,1.0
32643151,Яйское,2006,1.0
32643151,Яйское,2007,1.0
32643151,Яйское,2008,1.0
32643151,Яйское,2009,1.0
32643151,Яйское,2011,1.0
32643151,Яйское,2012,1.0
32643151,Яйское,2013,1.0
32643151,Яйское,2014,1.0
32643151,Яйское,2015,1.0
32643151,Яйское,2016,1.0
32646000,Яшкинский муниципальный район,2006,1.0
32646000,Яшкинский муниципальный район,2007,1.0
32646000,Яшкинский муниципальный район,2008,1.0
32646000,Яшкинский муниципальный район,2009,1.0
32646000,Яшкинский муниципальный район,2010,1.0
32646000,Яшкинский муниципальный район,2011,1.0
32646000,Яшкинский муниципальный район,2012,1.0
32646000,Яшкинский муниципальный район,2013,1.0
32646000,Яшкинский муниципальный район,2014,1.0
32646000,Яшкинский муниципальный район,2015,1.0
32646000,Яшкинский муниципальный район,2016,1.0
